|datasheet_id|keyword|model|is_faction_keyword|Unnamed: 4
142|30|Orks||True|
143|30|Vehicle||False|
144|30|Speed Freeks||False|
145|30|Burna-bommer||False|
146|30|Aircraft||False|
147|30|Fly||False|
148|31|Orks||True|
149|31|Blitza-bommer||False|
150|31|Speed Freeks||False|
151|31|Fly||False|
152|31|Aircraft||False|
153|31|Vehicle||False|
154|32|Orks||True|
155|32|Vehicle||False|
156|32|Fly||False|
157|32|Grenades||False|
158|32|Aircraft||False|
159|32|Speed Freeks||False|
160|32|Wazbom Blastajet||False|
161|33|Orks||True|
162|33|Warbikers||False|
163|33|Speed Freeks||False|
164|33|Mounted||False|
165|33|Grenades||False|
166|34|Orks||True|
167|34|Mounted||False|
168|34|Wartrakks||False|
169|34|Speed Freeks||False|
170|35|Orks||True|
171|35|Mounted||False|
172|35|Speed Freeks||False|
173|35|Skorchas||False|
174|36|Orks||True|
175|36|Mounted||False|
176|36|Speed Freeks||False|
177|36|Warbuggies||False|
178|37|Orks||True|
179|37|Vehicle||False|
180|37|Artillery||False|
181|37|Grots||False|
182|37|Big Gunz||False|
183|38|Orks||True|
184|38|Vehicle||False|
185|38|Grots||False|
186|38|Mek Gunz||False|
187|39|Orks||True|
188|39|Vehicle||False|
189|39|Battlewagon||False|
190|39|Transport||False|
191|40|Orks||True|
192|40|Vehicle||False|
193|40|Walker||False|
194|40|Deff Dread||False|
195|41|Orks||True|
196|41|Walker||False|
197|41|Vehicle||False|
198|41|Grots||False|
199|41|Killa Kans||False|
200|42|Orks||True|
201|42|Morkanaut||False|
202|42|Walker||False|
203|42|Transport||False|
204|42|Towering||False|
205|42|Vehicle||False|
206|42|Titanic||False|
207|43|Orks||True|
208|43|Transport||False|
209|43|Walker||False|
210|43|Towering||False|
211|43|Titanic||False|
212|43|Vehicle||False|
213|43|Gorkanaut||False|
214|44|Orks||True|
215|44|Infantry||False|
216|44|Lootas||False|
217|45|Orks||True|
218|45|Flash Gitz||False|
219|45|Grenades||False|
220|45|Infantry||False|
221|46|Orks||True|
222|46|Transport||False|
223|46|Vehicle||False|
224|46|Towering||False|
225|46|Stompa||False|
226|46|Walker||False|
227|46|Titanic||False|
228|49|Orks||True|
229|49|Grots||False|
230|49|Vehicle||False|
231|49|Grot Tanks||False|
232|50|Orks||True|
233|50|Vehicle||False|
234|50|Grots||False|
235|50|Grot Mega-tank||False|
236|51|Orks||True|
237|51|Transport||False|
238|51|Monster||False|
239|51|Squiggoth||False|
240|52|Orks||True|
241|52|Walker||False|
242|52|Vehicle||False|
243|52|Meka-Dread||False|
244|53|Orks||True|
245|53|Lifta Wagon||False|
246|53|Vehicle||False|
247|54|Orks||True|
248|54|Vehicle||False|
249|54|Big Trakk||False|
250|54|Transport||False|
251|55|Orks||True|
252|55|Vehicle||False|
253|55|Transport||False|
254|55|Kannonwagon||False|
255|56|Orks||True|
256|56|Titanic||False|
257|56|Kill Tank||False|
258|56|Transport||False|
259|56|Vehicle||False|
260|57|Orks||True|
261|57|Speed Freeks||False|
262|57|Chinork Warkopta||False|
263|57|Transport||False|
264|57|Vehicle||False|
265|57|Fly||False|
266|59|Orks||True|
267|59|Gargantuan Squiggoth||False|
268|59|Transport||False|
269|59|Towering||False|
270|59|Titanic||False|
271|59|Monster||False|
272|60|Adeptus Astartes||True|
273|60|Apothecary||False|
274|60|Character||False|
275|60|Gravis||False|
276|60|Biologis||False|
277|60|Infantry||False|
278|60|Imperium||False|
279|61|Adeptus Astartes||True|
280|61|Infantry||False|
281|61|Assault Squad||False|
282|61|Imperium||False|
283|61|Grenades||False|
284|63|Adeptus Astartes||True|
285|63|Character||False|
286|63|Ravenwing||False|
287|63|Mounted||False|
288|63|Apothecary||False|
289|63|Grenades||False|
290|63|Imperium||False|
291|64|Adeptus Astartes||True|
292|64|Infantry||False|
293|64|Assault Squad with Jump Packs||False|
294|64|Fly||False|
295|64|Jump Pack||False|
296|64|Grenades||False|
297|64|Imperium||False|
298|65|Adeptus Astartes||True|
299|65|Deathwing||False|
300|65|Land Raider||False|
301|65|Imperium||False|
302|65|Transport||False|
303|65|Vehicle||False|
304|65|Smoke||False|
305|66|Adeptus Astartes||True|
306|66|Transport||False|
307|66|Grenades||False|
308|66|Smoke||False|
309|66|Vehicle||False|
310|66|Land Raider||False|
311|66|Imperium||False|
312|66|Land Raider Crusader||False|
313|66|Deathwing||False|
314|67|Adeptus Astartes||True|
315|67|Imperium||False|
316|67|Vehicle||False|
317|67|Smoke||False|
318|67|Transport||False|
319|67|Land Raider Excelsior||False|
320|68|Adeptus Astartes||True|
321|68|Suppressor Squad||False|
322|68|Infantry||False|
323|68|Grenades||False|
324|68|Smoke||False|
325|68|Jump Pack||False|
326|68|Imperium||False|
327|68|Fly||False|
328|70|Adeptus Astartes||True|
329|70|Infantry||False|
330|70|Tactical Squad||False|
331|70|Imperium||False|
332|70|Grenades||False|
333|70|Battleline||False|
334|71|Adeptus Astartes||True|
335|71|Infantry||False|
336|71|Imperium||False|
337|71|Tacticus||False|
338|71|Bladeguard Veteran Squad||False|
339|71|Deathwing||False|
340|71|Grenades||False|
341|72|Adeptus Astartes||True|
342|72|Caestus Assault Ram||False|
343|72|Imperium||False|
344|72|Ravenwing||False|
345|72|Vehicle||False|
346|72|Aircraft||False|
347|72|Transport||False|
348|72|Fly||False|
349|73|Adeptus Astartes||True|
350|73|Infantry||False|
351|73|Character||False|
352|73|Grenades||False|
353|73|Imperium||False|
354|73|Tacticus||False|
355|73|Captain||False|
356|76|Adeptus Astartes||True|
357|76|Grenades||False|
358|76|Character||False|
359|76|Infantry||False|
360|76|Imperium||False|
361|76|Phobos||False|
362|76|Lieutenant||False|
363|76|Lieutenant with Combi-weapon||False|
364|79|Adeptus Astartes||True|
365|79|Psyker||False|
366|79|Librarian||False|
367|79|Infantry||False|
368|79|Character||False|
369|79|Imperium||False|
370|79|Terminator||False|
371|79|Deathwing||False|
372|81|Adeptus Astartes||True|
373|81|Ultramarines||True|
374|81|Epic Hero||False|
375|81|Tacticus||False|
376|81|Sicarius||False|
377|81|Captain||False|
378|81|Imperium||False|
379|81|Infantry||False|
380|81|Character||False|
381|83|Adeptus Astartes||True|
382|83|Jump Pack||False|
383|83|Imperium||False|
384|83|Grenades||False|
385|83|Fly||False|
386|83|Tacticus||False|
387|83|Infantry||False|
388|83|Character||False|
389|83|Captain||False|
390|84|Adeptus Astartes||True|
391|84|Fly||False|
392|84|Vehicle||False|
393|84|Ravenwing||False|
394|84|Aircraft||False|
395|84|Stormhawk Interceptor||False|
396|84|Smoke||False|
397|84|Imperium||False|
398|85|Adeptus Astartes||True|
399|85|Vehicle||False|
400|85|Smoke||False|
401|85|Transport||False|
402|85|Imperium||False|
403|85|Rhino Primaris||False|
404|86|Adeptus Astartes||True|
405|86|Firestrike Servo-turrets||False|
406|86|Imperium||False|
407|86|Vehicle||False|
408|86|Artillery||False|
409|87|Adeptus Astartes||True|
410|87|Drop Pod||False|
411|87|Imperium||False|
412|87|Dedicated Transport||False|
413|87|Vehicle||False|
414|87|Transport||False|
415|91|Adeptus Astartes||True|
416|91|Ballistus Dreadnought||False|
417|91|Deathwing||False|
418|91|Vehicle||False|
419|91|Walker||False|
420|91|Imperium||False|
421|91|Dreadnought||False|
422|92|Adeptus Astartes||True|
423|92|Vehicle||False|
424|92|Imperium||False|
425|92|Smoke||False|
426|92|Sicaran Venator||False|
427|93|Adeptus Astartes||True|
428|93|Vehicle||False|
429|93|Imperium||False|
430|93|Smoke||False|
431|93|Typhon||False|
432|94|Adeptus Astartes||True|
433|94|Mounted||False|
434|94|Character||False|
435|94|Grenades||False|
436|94|Imperium||False|
437|94|Chaplain||False|
438|94|Ravenwing||False|
439|95|Adeptus Astartes||True|
440|95|Ultramarines||True|
441|95|Grenades||False|
442|95|Honour Guard||False|
443|95|Infantry||False|
444|95|Imperium||False|
445|96|Adeptus Astartes||True|
446|96|Walker||False|
447|96|Imperium||False|
448|96|Dreadnought||False|
449|96|Smoke||False|
450|96|Character||False|
451|96|Epic Hero||False|
452|96|Deathwing||False|
453|96|Carab Culln the Risen||False|
454|96|Vehicle||False|
455|97|Adeptus Astartes||True|
456|97|Vehicle||False|
457|97|Fortification||False|
458|97|Hammerfall Bunker||False|
459|97|Imperium||False|
460|98|Adeptus Astartes||True|
461|98|Tarantula Sentry Battery||False|
462|98|Imperium||False|
463|98|Vehicle||False|
464|98|Artillery||False|
465|99|Adeptus Astartes||True|
466|99|Tarantula Air Defence Battery||False|
467|99|Vehicle||False|
468|99|Imperium||False|
469|103|Adeptus Astartes||True|
470|103|Gravis||False|
471|103|Imperium||False|
472|103|Grenades||False|
473|103|Infantry||False|
474|103|Eradicator Squad||False|
475|104|Adeptus Astartes||True|
476|104|Imperium||False|
477|104|Deathwing||False|
478|104|Infantry||False|
479|104|Relic Terminator Squad||False|
480|104|Terminator||False|
481|107|Adeptus Astartes||True|
482|107|Javelin Attack Speeder||False|
483|107|Imperium||False|
484|107|Fly||False|
485|107|Vehicle||False|
486|107|Ravenwing||False|
487|110|Adeptus Astartes||True|
488|110|Imperium||False|
489|110|Vehicle||False|
490|110|Artillery||False|
491|110|Rapier Carrier||False|
492|111|Adeptus Astartes||True|
493|111|Walker||False|
494|111|Mortis Dreadnought||False|
495|111|Imperium||False|
496|111|Deathwing||False|
497|111|Vehicle||False|
498|111|Dreadnought||False|
499|112|Adeptus Astartes||True|
500|112|Imperium||False|
501|112|Infantry||False|
502|112|Chaplain||False|
503|112|Character||False|
504|112|Jump Pack||False|
505|112|Fly||False|
506|113|Adeptus Astartes||True|
507|113|Storm Eagle Gunship||False|
508|113|Vehicle||False|
509|113|Ravenwing||False|
510|113|Aircraft||False|
511|113|Transport||False|
512|113|Imperium||False|
513|113|Fly||False|
514|114|Adeptus Astartes||True|
515|114|Vehicle||False|
516|114|Imperium||False|
517|114|Ravenwing||False|
518|114|Fly||False|
519|114|Storm Speeder Hammerstrike||False|
520|115|Adeptus Astartes||True|
521|115|Terminator||False|
522|115|Imperium||False|
523|115|Character||False|
524|115|Infantry||False|
525|115|Deathwing||False|
526|115|Chaplain||False|
527|116|Adeptus Astartes||True|
528|116|Grenades||False|
529|116|Mounted||False|
530|116|Ravenwing||False|
531|116|Bike Squad||False|
532|116|Imperium||False|
533|117|Adeptus Astartes||True|
534|117|Walker||False|
535|117|Vehicle||False|
536|117|Deathwing||False|
537|117|Dreadnought||False|
538|117|Imperium||False|
539|117|Smoke||False|
540|118|Adeptus Astartes||True|
541|118|Infantry||False|
542|118|Imperium||False|
543|118|Terminator||False|
544|118|Terminator Assault Squad||False|
545|118|Deathwing||False|
546|119|Adeptus Astartes||True|
547|119|Infantry||False|
548|119|Character||False|
549|119|Grenades||False|
550|119|Psyker||False|
551|119|Imperium||False|
552|119|Phobos||False|
553|119|Librarian||False|
554|120|Adeptus Astartes||True|
555|120|Vehicle||False|
556|120|Walker||False|
557|120|Smoke||False|
558|120|Imperium||False|
559|120|Venerable||False|
560|120|Dreadnought||False|
561|120|Deathwing||False|
562|121|Adeptus Astartes||True|
563|121|Ultramarines||True|
564|121|Epic Hero||False|
565|121|Infantry||False|
566|121|Character||False|
567|121|Imperium||False|
568|121|Tacticus||False|
569|121|Captain||False|
570|121|Uriel Ventris||False|
571|122|Adeptus Astartes||True|
572|122|Vehicle||False|
573|122|Imperium||False|
574|122|Transport||False|
575|122|Dreadnought Drop Pod||False|
576|123|Adeptus Astartes||True|
577|123|Sicaran Punisher||False|
578|123|Vehicle||False|
579|123|Imperium||False|
580|123|Smoke||False|
581|124|Adeptus Astartes||True|
582|124|Ravenwing||False|
583|124|Vehicle||False|
584|124|Fly||False|
585|124|Imperium||False|
586|124|Storm Speeder Hailstrike||False|
587|125|Adeptus Astartes||True|
588|125|Infantry||False|
589|125|Jump Pack||False|
590|125|Fly||False|
591|125|Inceptor Squad||False|
592|125|Imperium||False|
593|125|Gravis||False|
594|126|Adeptus Astartes||True|
595|126|Imperium||False|
596|126|Infantry||False|
597|126|Infernus Squad||False|
598|126|Tacticus||False|
599|126|Grenades||False|
600|127|Iron Hands||True|
601|127|Adeptus Astartes||True|
602|127|Infantry||False|
603|127|Iron Father Feirros||False|
604|127|Gravis||False|
605|127|Epic Hero||False|
606|127|Imperium||False|
607|127|Character||False|
608|128|Adeptus Astartes||True|
609|128|Grenades||False|
610|128|Infantry||False|
611|128|Infiltrator Squad||False|
612|128|Smoke||False|
613|128|Imperium||False|
614|128|Phobos||False|
615|129|Adeptus Astartes||True|
616|129|Razorback||False|
617|129|Vehicle||False|
618|129|Smoke||False|
619|129|Transport||False|
620|129|Dedicated Transport||False|
621|129|Imperium||False|
622|131|Adeptus Astartes||True|
623|131|Deathwing||False|
624|131|Leviathan Dreadnought||False|
625|131|Smoke||False|
626|131|Imperium||False|
627|131|Walker||False|
628|131|Vehicle||False|
629|131|Dreadnought||False|
630|132|Adeptus Astartes||True|
631|132|Dedicated Transport||False|
632|132|Land Speeder Storm||False|
633|132|Transport||False|
634|132|Fly||False|
635|132|Vehicle||False|
636|132|Ravenwing||False|
637|132|Imperium||False|
638|134|Adeptus Astartes||True|
639|134|Astartes Servitors||False|
640|134|Imperium||False|
641|134|Infantry||False|
642|135|Adeptus Astartes||True|
643|135|Captain||False|
644|135|Deathwing||False|
645|135|Character||False|
646|135|Infantry||False|
647|135|Imperium||False|
648|135|Terminator||False|
649|136|Adeptus Astartes||True|
650|136|Brutalis Dreadnought||False|
651|136|Dreadnought||False|
652|136|Imperium||False|
653|136|Vehicle||False|
654|136|Walker||False|
655|136|Deathwing||False|
656|137|Adeptus Astartes||True|
657|137|Smoke||False|
658|137|Scout Bike Squad||False|
659|137|Mounted||False|
660|137|Grenades||False|
661|137|Imperium||False|
662|137|Ravenwing||False|
663|138|Ultramarines||True|
664|138|Adeptus Astartes||True|
665|138|Imperium||False|
666|138|Primarch||False|
667|138|Epic Hero||False|
668|138|Roboute Guilliman||False|
669|138|Monster||False|
670|138|Character||False|
671|139|Adeptus Astartes||True|
672|139|Fly||False|
673|139|Aircraft||False|
674|139|Thunderhawk Gunship||False|
675|139|Vehicle||False|
676|139|Transport||False|
677|139|Imperium||False|
678|139|Ravenwing||False|
679|139|Titanic||False|
680|140|Adeptus Astartes||True|
681|140|Infantry||False|
682|140|Character||False|
683|140|Imperium||False|
684|140|Techmarine||False|
685|140|Grenades||False|
686|140|Tacticus||False|
687|146|Adeptus Astartes||True|
688|146|Hunter||False|
689|146|Imperium||False|
690|146|Smoke||False|
691|146|Vehicle||False|
692|147|Adeptus Astartes||True|
693|147|Fly||False|
694|147|Deathwing||False|
695|147|Imperium||False|
696|147|Jump Pack||False|
697|147|Grenades||False|
698|147|Infantry||False|
699|147|Vanguard Veteran Squad with Jump Packs||False|
700|147|Vanguard Veteran Squad||False|
701|148|Adeptus Astartes||True|
702|148|Infantry||False|
703|148|Imperium||False|
704|148|Character||False|
705|148|Grenades||False|
706|148|Imperial Space Marine||False|
707|151|Blood Angels||True|
708|151|Adeptus Astartes||True|
709|151|Character||False|
710|151|Infantry||False|
711|151|Chapter Master||False|
712|151|Tacticus||False|
713|151|Commander Dante||False|
714|151|Epic Hero||False|
715|151|Fly||False|
716|151|Jump Pack||False|
717|151|Grenades||False|
718|151|Imperium||False|
719|152|Blood Angels||True|
720|152|Adeptus Astartes||True|
721|152|Infantry||False|
722|152|Epic Hero||False|
723|152|Character||False|
724|152|Grenades||False|
725|152|Imperium||False|
726|152|Captain||False|
727|152|Tycho||False|
728|153|Blood Angels||True|
729|153|Adeptus Astartes||True|
730|153|Imperium||False|
731|153|Grenades||False|
732|153|Epic Hero||False|
733|153|Character||False|
734|153|Infantry||False|
735|153|Tycho the Lost||False|
736|153|Captain||False|
737|154|Blood Angels||True|
738|154|Adeptus Astartes||True|
739|154|Librarian Dreadnought||False|
740|154|Vehicle||False|
741|154|Walker||False|
742|154|Smoke||False|
743|154|Psyker||False|
744|154|Imperium||False|
745|154|Dreadnought||False|
746|155|Blood Angels||True|
747|155|Adeptus Astartes||True|
748|155|Psyker||False|
749|155|Chief Librarian Mephiston||False|
750|155|Epic Hero||False|
751|155|Character||False|
752|155|Grenades||False|
753|155|Infantry||False|
754|155|Imperium||False|
755|155|Tacticus||False|
756|156|Blood Angels||True|
757|156|Adeptus Astartes||True|
758|156|Imperium||False|
759|156|The Sanguinor||False|
760|156|Character||False|
761|156|Infantry||False|
762|156|Tacticus||False|
763|156|Fly||False|
764|156|Epic Hero||False|
765|156|Jump Pack||False|
766|157|Adeptus Astartes||True|
767|157|Blood Angels||True|
768|157|Infantry||False|
769|157|Jump Pack||False|
770|157|Astorath||False|
771|157|Chaplain||False|
772|157|Tacticus||False|
773|157|Imperium||False|
774|157|Fly||False|
775|157|Epic Hero||False|
776|157|Character||False|
777|158|Blood Angels||True|
778|158|Adeptus Astartes||True|
779|158|Character||False|
780|158|Infantry||False|
781|158|Grenades||False|
782|158|Imperium||False|
783|158|Tacticus||False|
784|158|Sanguinary Priest||False|
785|159|Blood Angels||True|
786|159|Adeptus Astartes||True|
787|159|Mounted||False|
788|159|Character||False|
789|159|Grenades||False|
790|159|Imperium||False|
791|159|Sanguinary Priest||False|
792|160|Adeptus Astartes||True|
793|160|Blood Angels||True|
794|160|Infantry||False|
795|160|Grenades||False|
796|160|Character||False|
797|160|Epic Hero||False|
798|160|Imperium||False|
799|160|Sanguinary Priest||False|
800|160|Brother Corbulo||False|
801|164|Adeptus Astartes||True|
802|164|Blood Angels||True|
803|164|Infantry||False|
804|164|Lemartes||False|
805|164|Chaplain||False|
806|164|Tacticus||False|
807|164|Imperium||False|
808|164|Grenades||False|
809|164|Fly||False|
810|164|Epic Hero||False|
811|164|Character||False|
812|164|Jump Pack||False|
813|165|Blood Angels||True|
814|165|Adeptus Astartes||True|
815|165|Infantry||False|
816|165|Fly||False|
817|165|Jump Pack||False|
818|165|Imperium||False|
819|165|Sanguinary Guard||False|
820|165|Tacticus||False|
821|165|Grenades||False|
822|166|Adeptus Astartes||True|
823|166|Blood Angels||True|
824|166|Imperium||False|
825|166|Vehicle||False|
826|166|Walker||False|
827|166|Death Company Dreadnought||False|
828|166|Death Company||False|
829|166|Dreadnought||False|
830|167|Adeptus Astartes||True|
831|167|Blood Angels||True|
832|167|Furioso Dreadnought||False|
833|167|Dreadnought||False|
834|167|Imperium||False|
835|167|Vehicle||False|
836|167|Walker||False|
837|168|Adeptus Astartes||True|
838|168|Blood Angels||True|
839|168|Vehicle||False|
840|168|Smoke||False|
841|168|Baal Predator||False|
842|168|Imperium||False|
843|169|Blood Angels||True|
844|169|Adeptus Astartes||True|
845|169|Gabriel Seth||False|
846|169|Infantry||False|
847|169|Imperium||False|
848|169|Grenades||False|
849|169|Epic Hero||False|
850|169|Character||False|
851|169|Chapter Master||False|
852|218|Dark Angels||True|
853|218|Adeptus Astartes||True|
854|218|Deathwing||False|
855|218|Imperium||False|
856|218|Grenades||False|
857|218|Epic Hero||False|
858|218|Character||False|
859|218|Infantry||False|
860|218|Tacticus||False|
861|218|Azrael||False|
862|218|Chapter Master||False|
863|219|Adeptus Astartes||True|
864|219|Dark Angels||True|
865|219|Belial||False|
866|219|Character||False|
867|219|Epic Hero||False|
868|219|Imperium||False|
869|219|Deathwing||False|
870|219|Terminator||False|
871|219|Captain||False|
872|219|Infantry||False|
873|225|Dark Angels||True|
874|225|Adeptus Astartes||True|
875|225|Chaplain||False|
876|225|Deathwing||False|
877|225|Grenades||False|
878|225|Epic Hero||False|
879|225|Character||False|
880|225|Infantry||False|
881|225|Tacticus||False|
882|225|Imperium||False|
883|225|Asmodai||False|
884|226|Dark Angels||True|
885|226|Adeptus Astartes||True|
886|226|Grenades||False|
887|226|Imperium||False|
888|226|Deathwing||False|
889|226|Ezekiel||False|
890|226|Librarian||False|
891|226|Psyker||False|
892|226|Epic Hero||False|
893|226|Character||False|
894|226|Infantry||False|
895|230|Adeptus Astartes||True|
896|230|Dark Angels||True|
897|230|Infantry||False|
898|230|Imperium||False|
899|230|Deathwing||False|
900|230|Terminator||False|
901|230|Deathwing Terminator Squad||False|
902|231|Dark Angels||True|
903|231|Adeptus Astartes||True|
904|231|Infantry||False|
905|231|Imperium||False|
906|231|Deathwing||False|
907|231|Terminator||False|
908|231|Deathwing Knights||False|
909|238|Adeptus Astartes||True|
910|238|Dark Angels||True|
911|238|Vehicle||False|
912|238|Fly||False|
913|238|Imperium||False|
914|238|Ravenwing||False|
915|238|Ravenwing Darkshroud||False|
916|239|Adeptus Astartes||True|
917|239|Dark Angels||True|
918|239|Imperium||False|
919|239|Ravenwing||False|
920|239|Nephilim Jetfighter||False|
921|239|Aircraft||False|
922|239|Fly||False|
923|239|Vehicle||False|
924|240|Adeptus Astartes||True|
925|240|Dark Angels||True|
926|240|Vehicle||False|
927|240|Aircraft||False|
928|240|Fly||False|
929|240|Imperium||False|
930|240|Ravenwing||False|
931|240|Dark Talon||False|
932|241|Adeptus Astartes||True|
933|241|Dark Angels||True|
934|241|Mounted||False|
935|241|Ravenwing Black Knights||False|
936|241|Ravenwing||False|
937|241|Imperium||False|
938|241|Grenades||False|
939|242|Dark Angels||True|
940|242|Adeptus Astartes||True|
941|242|Vehicle||False|
942|242|Imperium||False|
943|242|Ravenwing||False|
944|242|Fly||False|
945|242|Land Speeder Vengeance||False|
946|243|Unaligned Forces||True|
947|243|Unaligned||True|
948|243|Transport||False|
949|243|Fortification||False|
950|243|Towering||False|
951|243|Titanic||False|
952|243|Vehicle||False|
953|243|Fortress of Redemption||False|
954|282|Space Wolves||True|
955|282|Adeptus Astartes||True|
956|282|Character||False|
957|282|Infantry||False|
958|282|Terminator||False|
959|282|Chapter Master||False|
960|282|Imperium||False|
961|282|Epic Hero||False|
962|282|Logan Grimnar||False|
963|283|Adeptus Astartes||True|
964|283|Space Wolves||True|
965|283|Chapter Master||False|
966|283|Logan Grimnar on Stormrider||False|
967|283|Epic Hero||False|
968|283|Imperium||False|
969|283|Character||False|
970|283|Mounted||False|
971|284|Space Wolves||True|
972|284|Adeptus Astartes||True|
973|284|Wolf Lord on Thunderwolf||False|
974|284|Imperium||False|
975|284|Grenades||False|
976|284|Character||False|
977|284|Mounted||False|
978|284|Captain||False|
979|285|Space Wolves||True|
980|285|Adeptus Astartes||True|
981|285|Ragnar Blackmane||False|
982|285|Imperium||False|
983|285|Infantry||False|
984|285|Character||False|
985|285|Epic Hero||False|
986|285|Grenades||False|
987|285|Tacticus||False|
988|285|Captain||False|
989|286|Space Wolves||True|
990|286|Adeptus Astartes||True|
991|286|Epic Hero||False|
992|286|Grenades||False|
993|286|Imperium||False|
994|286|Captain||False|
995|286|Character||False|
996|286|Infantry||False|
997|286|Krom Dragongaze||False|
998|287|Adeptus Astartes||True|
999|287|Space Wolves||True|
1000|287|Character||False|
1001|287|Epic Hero||False|
1002|287|Grenades||False|
1003|287|Harald Deathwolf||False|
1004|287|Captain||False|
1005|287|Imperium||False|
1006|287|Mounted||False|
1007|288|Space Wolves||True|
1008|288|Adeptus Astartes||True|
1009|288|Character||False|
1010|288|Mounted||False|
1011|288|Canis Wolfborn||False|
1012|288|Imperium||False|
1013|288|Epic Hero||False|
1014|292|Space Wolves||True|
1015|292|Adeptus Astartes||True|
1016|292|Imperium||False|
1017|292|Psyker||False|
1018|292|Infantry||False|
1019|292|Character||False|
1020|292|Epic Hero||False|
1021|292|Tacticus||False|
1022|292|Njal Stormcaller||False|
1023|297|Space Wolves||True|
1024|297|Adeptus Astartes||True|
1025|297|Ulrik the Slayer||False|
1026|297|Wolf Priest||False|
1027|297|Grenades||False|
1028|297|Epic Hero||False|
1029|297|Character||False|
1030|297|Infantry||False|
1031|297|Imperium||False|
1032|300|Adeptus Astartes||True|
1033|300|Space Wolves||True|
1034|300|Infantry||False|
1035|300|Character||False|
1036|300|Terminator||False|
1037|300|Wolf Guard Battle Leader in Terminator Armour||False|
1038|300|Imperium||False|
1039|301|Adeptus Astartes||True|
1040|301|Space Wolves||True|
1041|301|Grenades||False|
1042|301|Character||False|
1043|301|Mounted||False|
